id;area;nomor;alamat;koordinat
1111;61.71.03.1002;2;Jln. Hasanuddin Gg. Kenari dan GG. Parindra I;-0.01799 , 109.32795
1112;61.71.03.1002;3;GG. PARINDRA II dan GG. DERMA;-0.01687 , 109.32769
1113;61.71.03.1002;4;GG. BILAL I dan II;-0.01854 , 109.32722
1114;61.71.03.1002;5;GG AL FALLAH DAN GG MURIA;-0.01846 , 109.32654
1115;61.71.03.1002;6;jln.h.rais.arahman.gg senjuju;-0.01828 , 109.32584
1116;61.71.03.1002;7;GG. LOMPO BATANG dan GG. PATUHA;-0.01874 , 109.3253
1117;61.71.03.1002;8;GG. SAMPANG;-0.01672 , 109.32441
1118;61.71.03.1002;9;GG. SAMPANG;-0.01565 , 109.32421
1119;61.71.03.1002;10;GG. GUNUNG SAHARI;-0.0175 , 109.32408
1120;61.71.03.1002;11;GG. TIONG KANDANG I;-0.01817 , 109.32375
1121;61.71.03.1002;12;GG. TIONG KANDANG I;-0.0159 , 109.32348
1122;61.71.03.1002;13;GG. TIONG KANDANG II;-0.01763 , 109.32326
1123;61.71.03.1002;14;GG. SEBUKIT;-0.01709 , 109.32266
1124;61.71.03.1002;15;GG. GUNUNG PANDAN;-0.01782 , 109.32236
1125;61.71.03.1002;16;GG. TIONG KANDANG III dan GG. GUNUNG PANDAN;-0.01875 , 109.32311
1126;61.71.03.1002;17;GG. SELAMAT 3;-0.01825 , 109.32206
1127;61.71.03.1002;18;GG SELAMAT 2;-0.01882 , 109.32174
1128;61.71.03.1002;19;JL. SELAMAT 1;-0.01848 , 109.32135
1129;61.71.03.1002;20;JL. SELAMAT 1;-0.01617 , 109.32151
1130;61.71.03.1002;21;GG. BANDAHARA;-0.01923 , 109.32101
1131;61.71.03.1002;22;GG. SELAMAT 1 DALAM;-0.01761 , 109.32086
1132;61.71.03.1002;23;Gg. Gunung Lawit;-0.01815 , 109.32043
1133;61.71.03.1002;24;Gg. Gunung Lawit;-0.01627 , 109.32024
1134;61.71.03.1002;25;Gg. Harapan;-0.01794 , 109.31985
1135;61.71.03.1002;26;Gg. Harapan;-0.01614 , 109.31954
1136;61.71.03.1002;27;Gg. Sekawan;-0.01779 , 109.31941
1137;61.71.03.1002;28;Gg. Sekawan;-0.02027 , 109.31976
1138;61.71.03.1002;29;GG. KELUARGA;-0.0198 , 109.31929
1139;61.71.03.1002;30;GG. KELUARGA;-0.01684 , 109.31885
1140;61.71.03.1002;31;GG. BUKIT RAYA I;-0.01835 , 109.31878
1141;61.71.03.1002;32;GG. BUKIT RAYA II;-0.01984 , 109.31882
1142;61.71.03.1002;33;GG. BUKIT RAYA III;-0.01783 , 109.3182
1143;61.71.03.1002;34;GG. AGUNG;-0.01996 , 109.31822
1144;61.71.03.1002;35;GG. AGUNG;-0.01588 , 109.31759
1145;61.71.03.1002;36;GG.KINIBALU;-0.02046 , 109.31796
1146;61.71.03.1002;37;GG. KINIBALU;-0.01738 , 109.31725
1147;61.71.03.1002;38;JL. JERANDING;-0.01911 , 109.31709
1148;61.71.03.1002;39;GG.SENTOSA;-0.01837 , 109.31651
1149;61.71.03.1002;40;GG. SENTOSA & KOMP. BPKP;-0.01702 , 109.31553
1150;61.71.03.1002;41;GG. SEDERHANA;-0.01879 , 109.31573
1151;61.71.03.1002;42;GG. GUNUNG GEDE;-0.01893 , 109.31504
1152;61.71.03.1002;43;GG. SEDERHANA;-0.02078 , 109.3163
1153;61.71.03.1002;44;GG. SEDERHANA;-0.01663 , 109.31487
1154;61.71.03.1002;45;Gg. Gunung kerinci 1&2;-0.0199 , 109.31515
1155;61.71.03.1002;46;Gg. Gunung karang & Gunung seha;-0.01794 , 109.31364
1156;61.71.03.1002;47;PONDOK AGUNG dan JAWI PERMAI;-0.01871 , 109.3139
1157;61.71.03.1002;48;JL. R. E. MARTADINATA dan GG. DEWA;-0.01739 , 109.31333
1158;61.71.03.1002;49;GG. CEMPAKA INDAH, GG. CEMPAKA dan GG. MIRI;-0.0142 , 109.31443
1159;61.71.03.1002;50;JL. SAWO JALUR III A;-0.01385 , 109.31348
1160;61.71.03.1002;51;GG. JARIYAH I;-0.0154 , 109.31379
1161;61.71.03.1002;52;SAWO ASRI, GG. JARIYAH, GG. H. ALI dan KOMP. MARTA MANDALA;-0.01642 , 109.31301
1162;61.71.03.1002;53;GG. JARIAH 2 & KOMP. VILLA MARTA;-0.01575 , 109.31518
1163;61.71.03.1002;54;GG. TARUNA;-0.01443 , 109.31052
1164;61.71.03.1002;55;GG. BERSAMA I C;-0.01392 , 109.31058
1165;61.71.03.1002;56;JL. SAWO JALUR 4 dan JL. BERSAMA I C;-0.01291 , 109.31079
1166;61.71.03.1002;57;JL. SAWO JALUR II B DAN III;-0.01265 , 109.31206
1167;61.71.03.1002;58;JL. SAWO JALUR 5;-0.01327 , 109.31081
1168;61.71.03.1002;59;Jl. BERSAMA GG. BERSAMA I B;-0.01559 , 109.31235
1169;61.71.03.1002;60;GG. BERSAMA I A;-0.0157 , 109.31056
1170;61.71.03.1002;61;KOMPLEK GBK 3 BLOK E,F,G dan GG BERSAMA 1A;-0.01623 , 109.31155
1171;61.71.03.1002;62;KOMP. GBK III;-0.01691 , 109.31085
1172;61.71.03.1002;63;JL. R. E. MARTADINATA dan GG. AR RAHMAN;-0.02119 , 109.31382
1173;61.71.03.1002;64;GG. LAWU;-0.01965 , 109.31272
1174;61.71.03.1002;65;KOMP. GBK 2;-0.01876 , 109.31288
1175;61.71.03.1002;66;GG. HISHAK;-0.019 , 109.31214
1176;61.71.03.1002;67;GG BERSAMA 2;-0.02192 , 109.31222
1177;61.71.03.1002;68;KOMP. HASIA PERMAI, GG. BERSAMA II;-0.01911 , 109.3111
1178;61.71.03.1002;69;gg hasia;-0.01993 , 109.31083
1179;61.71.03.1002;70;Gg. Bersama 3;-0.02135 , 109.31103
1180;61.71.03.1002;71;GG. ILHAM DAN GANG TUNAS JAYA;-0.02108 , 109.31012
1181;61.71.03.1002;72;GG ERA BARU;-0.01875 , 109.30958
1182;61.71.03.1002;73;GG era baru dan GG maria 2;-0.01831 , 109.30897
1183;61.71.03.1002;74;GG. MARIA 1;-0.01917 , 109.30881
1184;61.71.03.1002;75;GG. MARIA 1;-0.02226 , 109.31012
1185;61.71.03.1002;76;GG. JASAPATI dan GG. Maria;-0.02236 , 109.3100
1186;61.71.03.1002;77;GG. RISA;-0.02091 , 109.30893
1187;61.71.03.1002;78;GG. REFORMASI;-0.02063 , 109.30845
1188;61.71.03.1002;79;GG.AMALIAH dan GG. REFORMASI;-0.02263 , 109.30916
1189;61.71.03.1002;80;jalur Mandau permai,jalan tebu dan kompleks tebu Mandala;-0.01696 , 109.30813
1190;61.71.03.1002;81;Jalur Mandau permai,kompleks tebu Mandala dan Dwi Ratna Indah 2;-0.01608 , 109.30615
1191;61.71.03.1002;82;kompleks Dwi Ratna indah 2 dan GG mufakat;-0.01617 , 109.3078
1192;61.71.03.1002;83;GG. PERMATA GRIYA;-0.01563 , 109.30693
1193;61.71.03.1002;84;GG. MUSYAWARAH;-0.01552 , 109.30747
1194;61.71.03.1002;85;Komp. Mandau Permai;-0.0183 , 109.30756
1195;61.71.03.1002;86;Komp. Mandau Permai;-0.01766 , 109.30566
1196;61.71.03.1002;87;Komp. Mandau Permai;-0.01739 , 109.30716
1197;61.71.03.1002;88;GG. IKRAR;-0.0211 , 109.30807
1198;61.71.03.1002;89;Gg.Amanah;-0.02295 , 109.30845
1199;61.71.03.1002;90;GG. H. M. HUSIN;-0.02111 , 109.30731
1200;61.71.03.1002;91;Gg Hasanah;-0.02147 , 109.30709
1201;61.71.03.1002;92;GG. MELDA, GG. MANDAU, KOMP. RUMPUT PERMAI;-0.02106 , 109.3065
1202;61.71.03.1002;93;GG. RUMPUT PERMAI, MANDAU, MELDA;-0.02217 , 109.30623
1203;61.71.03.1002;94;HARVIN INDAH;-0.02155 , 109.30543
1204;61.71.03.1002;95;Gg. Fatanah;-0.02355 , 109.30738
1205;61.71.03.1002;96;GG. LANGSAT BARU, GG. WILIS, GG. BERSAUDARA;-0.02382 , 109.30625
1206;61.71.03.1002;97;GG. Krakatau 1 dan 2;-0.02382 , 109.30503
1207;61.71.03.1002;98;Komp. Batara Indah II Blok A-B dan Gg. Krakatau 3;-0.02497 , 109.3047
1208;61.71.03.1002;99;GG. IKHLAS, GG. WAN HASAN, KOMP. BATARA INDAH III BLOK C DAN D;-0.02479 , 109.30368
1209;61.71.03.1002;100;GG. IKHSAN, GG IKHLAS;-0.02546 , 109.30263
1210;61.71.03.1002;101;Gang Gn. Merapi;-0.02171 , 109.30448
1211;61.71.03.1002;102;Komplek Batara Indah2 Block C/D dan Gg.Gunung Tidar;-0.02288 , 109.30373
1212;61.71.03.1002;103;Komplek Batara Indah3 dan Gg. Sabar Mulia;-0.02386 , 109.30347
1213;61.71.03.1002;104;GG. GUNUNG RINJANI;-0.02339 , 109.30127
1214;61.71.03.1002;105;KOMP RINJANI INDAH;-0.02289 , 109.30174
1215;61.71.03.1002;106;GG. GUNUNG PERAMAS;-0.02188 , 109.30403
1216;61.71.03.1002;107;GG. ZURRIYAT, GG. HARISMA;-0.0226 , 109.30255
1217;61.71.03.1002;108;gang rinjani 2 , 3, dan berdikari 1;-0.02345 , 109.30028
1218;61.71.03.1002;109;Jl. Tabrani Ahmad, Gg. Serumpun Indah;-0.01807 , 109.30479
1219;61.71.03.1002;110;GG. SERUMPUN 2;-0.01809 , 109.30438
1220;61.71.03.1002;111;GG. PERAMAS DALAM;-0.01864 , 109.30355
1221;61.71.03.1002;112;GG. PIMPIAN, GG TAQWA I, GG TAQWA II;-0.0198 , 109.30274
1222;61.71.03.1002;113;Jl Tabrani Ahmad GG CITRA;-0.01822 , 109.30411
1223;61.71.03.1002;114;Jl.Tabrani Ahmad GG H Samad;-0.01845 , 109.30386
1224;61.71.03.1002;115;GG. SETARA;-0.01856 , 109.30281
1225;61.71.03.1002;116;Jl. Tabrani Ahmad, Gg. Budi Mulia / Gg. Borobudur;-0.02125 , 109.29987
1226;61.71.03.1002;117;Jl. Tabrani Ahmad Komplek Pondok Mulia dan GG. Fitrah;-0.02129 , 109.2995
1227;61.71.03.1002;118;Gg. tiong kandang 2;-0.017409, 109.323295
1228;61.71.03.1002;119;Gg. bersama 1C ;-0.013843, 109.310778
1229;61.71.03.1002;120;Gg. bersama 2;-0.019480, 109.311400
1230;61.71.03.1003;1;GG. RUKAM 1 (HALAMAN GUDANG BERAS);-0.0168919 , 109.3317262
1231;61.71.03.1003;2;Jln Komyos Sudarso Gg Nyiur;-0.0169625 , 109.3307524
1232;61.71.03.1003;3;jln komyos sudarso gg sagu no 11;-0.0168093 , 109.3301896
1233;61.71.03.1003;4;GG. SAGA NO.32;-0.016674 , 109.329597
1234;61.71.03.1003;5;jalan Kom Yos Sudarso gang rambutan 1 / luar;-0.0153144 , 109.3281206
1235;61.71.03.1003;6;GG. RAMBUTAN DALAM;-0.016453 , 109.328852
1236;61.71.03.1003;7;GG. MENGKUDU;-0.0156 , 109.32891
1237;61.71.03.1003;8;GG. DURIAN 1;-0.01509 , 109.32847
1238;61.71.03.1003;9;GG. DURIAN 3;-0.01584 , 109.32876
1239;61.71.03.1003;10;GG. NIPAH;-0.01527 , 109.32801
1240;61.71.03.1003;11;Jalan Kom Yos Sudarso Gang Durian II;-0.0418339 , 109.3606411
1241;61.71.03.1003;12;GG. DURIAN 2;-0.01659 , 109.32732
1242;61.71.03.1003;13;jalan kom yos sudarso gang suka maju dalam;-0.015576 , 109.3274658
1243;61.71.03.1003;14;GG. MURIA DALAM;-0.01631 , 109.32712
1244;61.71.03.1003;15;jl komyos Sudarso;-0.01443 , 109.32798
1245;61.71.03.1003;16;jl.kom Yos Soedarso gg Blitar no 29;-0.0160736 , 109.3265327
1246;61.71.03.1003;17;GG. BLITAR DALAM;-0.01532 , 109.32674
1247;61.71.03.1003;18;GG. SUKA MAJU DALAM 1;-0.01571 , 109.32686
1248;61.71.03.1003;19;Jl. komyos sudarso;-0.01581 , 109.32615
1249;61.71.03.1003;20;GG. SUKA MAJU DALAM;-0.01614 , 109.32651
1250;61.71.03.1003;21;GG. SUKA MAJU DALAM;-0.0167 , 109.32611
1251;61.71.03.1003;22;GG. TAMANG;-0.0136 , 109.32672
1252;61.71.03.1003;23;GG. JARAK;-0.01312 , 109.32589
1253;61.71.03.1003;24;GG. JARAK;-0.0137 , 109.32578
1254;61.71.03.1003;25;GG. JARAK;-0.01401 , 109.32556
1255;61.71.03.1003;26;jl.komyos Sudarso gg.jarak no. 76;-0.0154866 , 109.3252133
1256;61.71.03.1003;27;KOMP. DUTA KALBAR;-0.01279 , 109.32562
1257;61.71.03.1003;28;GG. TAMANG 2;-0.01355 , 109.32636
1258;61.71.03.1003;29;jl komyos sudarso gg anggur;-0.0128236 , 109.3253794
1259;61.71.03.1003;30;JL. SKIRAYA;-0.01256 , 109.32478
1260;61.71.03.1003;31;jl.srikaya gg. srikaya 2;-0.0147313 , 109.3242427
1261;61.71.03.1003;32;Jl. Srikaya Gg. Srikaya 2 Jalur 1 No. 38;-0.0144385 , 109.3234398
1262;61.71.03.1003;33;GG. SRIKAYA;-0.01343 , 109.32399
1263;61.71.03.1003;34;GG. SUKAPINANG;-0.01292 , 109.3241
1264;61.71.03.1003;35;GG. KURMA 1;-0.01129 , 109.32446
1265;61.71.03.1003;36;GG. SUKAPADI;-0.01192 , 109.32383
1266;61.71.03.1003;37;JLN KOM YOS SUDARSO GG SUKAPADI DALAM;-0.0133453 , 109.3227507
1267;61.71.03.1003;38;GG. APEL DALAM;-0.01438 , 109.32219
1268;61.71.03.1003;39;GG. JAGUNG;-0.01257 , 109.32261
1269;61.71.03.1003;40;GG. SEMANGKA;-0.01135 , 109.32294
1270;61.71.03.1003;41;GG. SEMANGKA 2;-0.01347 , 109.32156
1271;61.71.03.1003;42;Jln Kom Yos Sudarso Gg Salak 1;-0.0119524 , 109.3220357
1272;61.71.03.1003;43;GG. KENARI 2;-0.0111 , 109.3217
1273;61.71.03.1003;44;GG. KENARI 1;-0.01114 , 109.32215
1274;61.71.03.1003;45;GG. KENARI 2;-0.0119 , 109.32095
1275;61.71.03.1003;46;jl.komyos sudarso gg.belimbing;-0.0302364 , 109.3032302
1276;61.71.03.1003;47;GG. KENARI 1 DALAM;-0.01239 , 109.32126
1277;61.71.03.1003;48;Jalan Kom Yos Sudarso Gang Ridan;-0.0158917 , 109.3310133
1278;61.71.03.1003;49;GG. KENARI 2 DALAM;-0.0125 , 109.32057
1279;61.71.03.1003;50;GG. APEL 2;-0.01492 , 109.32158
1280;61.71.03.1003;51;GG. APEL 4;-0.01446 , 109.32112
1281;61.71.03.1003;52;GG. APEL 5;-0.01456 , 109.32059
1282;61.71.03.1003;53;Jl. Apel Gg. Cengkeh No.18;-0.0147358 , 109.3187077
1283;61.71.03.1003;54;GG. APEL 7;-0.01358 , 109.31966
1284;61.71.03.1003;55;GG. JAMBU;-0.01011 , 109.32171
1285;61.71.03.1003;56;GG. MENINJAU 2;-0.00948 , 109.32108
1286;61.71.03.1003;57;GG. TERATAI 1;-0.00959 , 109.32213
1287;61.71.03.1003;58;GG. CERMAI 2;-0.00919 , 109.32153
1288;61.71.03.1003;59;GG. RUKAM 2;-0.00925 , 109.32079
1289;61.71.03.1003;60;GG. RAMBAI;-0.00943 , 109.32036
1290;61.71.03.1003;61;GG. APEL 2;-0.01603 , 109.32071
1291;61.71.03.1003;62;GG. MEMPELAM;-0.0091 , 109.31992
1292;61.71.03.1003;63;Jalan Komyos Sudarso Gang Nenas;-0.0159216 , 109.3309827
1293;61.71.03.1003;64;GG. MANGGA 1;-0.00853 , 109,31929
1294;61.71.03.1003;65;GG. MANGGA 2;-0.00781 , 109.31995
1295;61.71.03.1003;66;GG. JAMBU AIR;-0.0126 , 109.31966
1296;61.71.03.1003;67;GG. SAHANG;-0.01289 , 109.3189
1297;61.71.03.1003;68;GG. GANDARIA;-0.01059 , 109.31762
1298;61.71.03.1003;69;GG. KELADI BLOK D2;-0.0092 , 109.31351
1299;61.71.03.1003;70;Jl. Jambu Mente No. 21;-0.0115698 , 109.3200569
1300;61.71.03.1003;71;Jl.Kom Yos Sudarso Komp.TNI AL No.25 A;-0.0185484 , 109.346425
1301;61.71.03.1003;72;GG. DELIMA 3;-0.00694 , 109.31846
1302;61.71.03.1003;73;GG. DELIMA 2;-0.00561 , 109.31681
1303;61.71.03.1003;74;GG. TIMUN 1 JALUR B;-0.00667 , 109.31598
1304;61.71.03.1003;75;GG. KELAPA 1;-0.00651 , 109.31464
1305;61.71.03.1003;76;GG. PALAWIJA 3;-0.00672 , 109.31325
1306;61.71.03.1003;77;GG. TIMUN 2;-0.00857 , 109.31625
1307;61.71.03.1003;78;Jl.K.Y.SUDARSO GG. KELAPA 2 & 3;-0.0033566 , 109.3144211
1308;61.71.03.1003;79;Jl. Komyos Sudarso Gg. Kuini 2;-0.0053396 , 109.3159837
1309;61.71.03.1003;80;KOMP. KPLP;-0.00521 , 109.31541
1310;61.71.03.1003;81;GG. KUINI 1;-0.0055 , 109.31636
1311;61.71.03.1003;82;GG. BUNGA LUAR;-0.00594 , 109.31268
1312;61.71.03.1003;83;jl. kom yos sudarso gg bunga dalam;-0.0034024 , 109.313899
1313;61.71.03.1003;84;Jl. kom yos sudarso gg.bunga dalam jalur 3;-0.003185 , 109.314405
1314;61.71.03.1003;85;jl. komyos sudarso gg. bunga dalam;-0.00461 , 109.3132
1315;61.71.03.1003;86;GG. Gotong Royong 1;-0.00447 , 109.31425
1316;61.71.03.1003;87;Jln Komyos Sudarso GG. Kuini 1;-0.00585 , 109.31634
1317;61.71.03.1003;88;GG duku baru 1;-0.00634 , 109.31227
1318;61.71.03.1003;89;GG. KUINI 1 DALAM;-0.00485 , 109.31687
1319;61.71.03.1003;90;GG. GOTONG ROYONG 1;-0.00558 , 109.31347
1320;61.71.03.1003;91;GG. DUKU BARU;-0.00607 , 109.31201
1321;61.71.03.1003;92;GG. DUKU BARU;-0.00543 , 109.31232
1322;61.71.03.1003;93;GG. DUKU BARU 2;-0.00437 , 109.31232
1323;61.71.03.1003;94;GG. KAYU MANIS 2;-0.0054 , 109.31156
1324;61.71.03.1003;95;GG. KAYU MANIS 2;-0.00423 , 109.312
1325;61.71.03.1003;96;Jl.Komyos Sudarso Gg Kayu Manis 1;-0.00601 , 109.31088
1326;61.71.03.1003;97;GG. KAYU MANIS 1;-0.00423 , 109.31166
1327;61.71.03.1003;98;Gang Kayu Manis 1;-0.00323 , 109.31213
1328;61.71.03.1003;99;GG. KAYU MANIS 2;-0.00476 , 109.31195
1329;61.71.03.1003;100;GG. DUKU BARU DALAM;-0.0034 , 109.31272
1330;61.71.03.1003;101;GG. KAYU MANIS 1;-0.00519 , 109.31118
1331;61.71.03.1003;102;GG. PISANG RAJA;-0.00976 , 109.316
1332;61.71.03.1003;103;GG. PISANG BERANGAN;-0.00991 , 109.3164
1333;61.71.03.1003;104;GG. PISANG;-0.00779 , 109.31778
1334;61.71.03.1003;105;GG. SIRSAK;-0.01033 , 109.31719
1335;61.71.03.1003;106;GG. PALA 1B;-0.01084 , 109.31636
1336;61.71.03.1003;107;GG. PURING;-0.01136 , 109.31548
1337;61.71.03.1003;108;GG. PALA 3;-0.01091 , 109.3148
1338;61.71.03.1003;109;GG. LANGSAT;-0.01009 , 109.31424
1339;61.71.03.1003;110;GG. PALA 2;-0.01058 , 109.31525
1340;61.71.03.1003;111;GG. PALA 1A;-0.01129 , 109.31651
1341;61.71.03.1003;112;GG. BAYAM;-0.007 , 109.31202
1342;61.71.03.1003;113;GG. JAMBU AIR;-0.01061 , 109.32108
1343;61.71.03.1003;114;GG. SAWI;-0.0082 , 109.31288
1344;61.71.03.1003;115;GG. SELADA;-0.00854 , 109.31383
1345;61.71.03.1003;116;FASUM GG. PERIAK;-0.00952 , 109.31289
1346;61.71.03.1003;117;Jl.RE Martadinata Gg.Keladi Perumnas I;-0.00976 , 109.31352
1347;61.71.03.1003;118;GG. PERIAK D1;-0.01028 , 109.31256
1348;61.71.03.1003;119;JL. BAKRI BLOK E1;-0.00934 , 109.31252
1349;61.71.03.1003;120;GG. KEMBANG SEPATU;-0.01039 , 109.31191
1350;61.71.03.1003;121;GG. KACA PIRING BLOK G2;-0.01101 , 109.31141
1351;61.71.03.1003;122;GG. BOUGENVILLE;-0.01098 , 109.31249
1352;61.71.03.1003;123;Gg. Teratai, No. 26;-0.00959 , 109.32173
1353;61.71.03.1003;124;GG. ANGGREK;-0.01017 , 109.31012
1354;61.71.03.1003;125;GG. LEMBAYUNG H1;-0.00987 , 109.31115
1355;61.71.03.1003;126;GG. DAHLIA;-0.00911 , 109.3104
1356;61.71.03.1003;127;GG. RAMBUTAN;-0.01575 , 109.32933
1357;61.71.03.1003;128;GG. DAHLIA;-0.00843 , 109.3108
1358;61.71.03.1003;129;GG. MAWAR;-0.00812 , 109.31082
1359;61.71.03.1003;130;Perumnas 1 Gg. Seluang Blok L1 No.13;-0.00948 , 109.31143
1360;61.71.03.1003;131;GG. BELIDAK;-0.00882 , 109.31236
1361;61.71.03.1003;132;PERUMNAS 1 GG.LAIS NO.15;-0.00899 , 109.31136
1362;61.71.03.1003;133;JL. UMMU THALIB M1;-0.00849 , 109.31147
1363;61.71.03.1003;134;JL. SAWO JALUR 2;-0.01256 , 109.31255
1364;61.71.03.1003;135;Jalan Sawo Jalur 2A;-0.01147 , 109.31107
1365;61.71.03.1003;136;JL. TEBU GG. MAKMUR;-0.0109 , 109.31049
1366;61.71.03.1003;137;JL. SRIKAYA;-0.01452 , 109.32307
1367;61.71.03.1003;138;gg.srikaya;-0.01544 , 109.32208
1368;61.71.03.1003;139;JL. SRIKAYA 5;-0.01541 , 109.32255
1369;61.71.03.1003;140;KOMP PEMDA JALUR B;-0.01275 , 109.31613
1370;61.71.03.1003;141;KOMP PEMDA JALUR F;-0.013 , 109.31745
1371;61.71.03.1003;142;KOMP PEMDA JALUR 5;-0.01433 , 109.31686
1372;61.71.03.1004;1;Jl. Tebu Gg. Tebu Indah;-0.008082, 109.309385
1373;61.71.03.1004;2;Gg. Tebu Manis;-0.007545, 109.308730
1374;61.71.03.1004;3;Gg. Tebu I A;-0.007094, 109.310250
1375;61.71.03.1004;4;Gg. Tebu Ceria;-0.006778, 109.307659
1376;61.71.03.1004;5;Gg Permata Sari;-0.008812, 109.308605
1377;61.71.03.1004;6;Mitra Utama III;-0.008132, 109.307582
1378;61.71.03.1004;7;Gg. Kurma Jaya;-0.006610, 109.308157
1379;61.71.03.1004;8;Komp. Rusunawa;-0.006879, 109.309108
1380;61.71.03.1004;9;Jl. Tebu Gg. Waris;-0.010096, 109.307555
1381;61.71.03.1004;10;Jl.Tebu Gg. Nusa Dua;-0.009433, 109.308118
1382;61.71.03.1004;11;Komp. Tebu Raya Asri;-0.009728, 109.308133
1383;61.71.03.1004;12;Jl. Tebu Gg. Nilam Sari;-0.008979, 109.308301
1384;61.71.03.1004;13;Gg. Natuna;-0.011092, 109.307705
1385;61.71.03.1004;14;Jl. Tebu Komp Pondok Cipta Asri;-0.011429, 109.307626
1386;61.71.03.1004;15;Jl. Padat Karya Gg. Mutiara I;-0.012839, 109.307772
1387;61.71.03.1004;16;Jl. Padat Karya;-0.012590, 109.307093
1388;61.71.03.1004;17;Jl. Padat Karya;-0.012598, 109.306692
1389;61.71.03.1004;18;Jl. Tebu Gg. Padat Karya;-0.012146, 109.305438
1390;61.71.03.1004;19;Gg. Gandapura I;-0.008959, 109.305537
1391;61.71.03.1004;20;Gg Gandapura I A;-0.009321, 109.305550
1392;61.71.03.1004;21;Gg. Puring Kencana 3;-0.010088, 109.305614
1393;61.71.03.1004;22;Gg. Puring Kencana 1;-0.010701, 109.305489
1394;61.71.03.1004;23;Gg. Lamtoro Utama;-0.008333, 109.306811
1395;61.71.03.1004;24;Gg. Aren / Gg. Akasia;-0.006361, 109.306986
1396;61.71.03.1004;25;Gg. Tebu III;-0.006635, 109.305343
1397;61.71.03.1004;26;Gg. Lamtoro Jalur II;-0.007935, 109.305952
1398;61.71.03.1004;27;Gg. Lamtoro Jalur III;-0.008358, 109.305855
1399;61.71.03.1004;28;Komp. Surya Kencana;-0.007589, 109.307171
1400;61.71.03.1004;29;Gg. Lamtoro Jalur I/ Gg. Lamtoro Jalur II;-0.007605, 109.306838
1401;61.71.03.1004;30;Gg. Tebu Baru;-0.005823, 109.305841
1402;61.71.03.1004;31;Gg. Kasturi;-0.006158, 109.310251
1403;61.71.03.1004;32;Gg. Kasturi;-0.003003, 109.311163
1404;61.71.03.1004;33;Komp. Bali Indah Blok J / Gg Paguyuban Laut;-0.003975, 109.309928
1405;61.71.03.1004;34;Komp. Bali Indah/ Komp. Bali Indah Blok J;-0.004107, 109.310112
1406;61.71.03.1004;35;Gg Paguyuban Laut;-0.006035, 109.309387
1407;61.71.03.1004;36;Gg. Tengkawang;-0.005984, 109.308565
1408;61.71.03.1004;37;Gg. Tengkawang;-0.003370, 109.309422
1409;61.71.03.1004;38;Komp. Bali Indah;-0.002064, 109.310610
1410;61.71.03.1004;39;Gg. Rambutan II;-0.005849, 109.308140
1411;61.71.03.1004;40;Gg. Rambutan II;-0.002395, 109.308918
1412;61.71.03.1004;41;Gg. Sultan Natsir;-0.005195, 109.307957
1413;61.71.03.1004;42;Gg. Kelapa Sawit/ Gg. Tri Putri;-0.005442, 109.307475
1414;61.71.03.1004;43;Gg. Tri Putri;-0.002641, 109.307786
1415;61.71.03.1004;44;Gg. Jeruju I;-0.005463, 109.306488
1416;61.71.03.1004;45;Gg. Jeruju II;-0.004728, 109.306402
1417;61.71.03.1004;46;Gg. Jeruju II;-0.002995, 109.306933
1418;61.71.03.1004;47;Gg. Jeruju III Dalam;-0.002684, 109.306412
1419;61.71.03.1004;48;Gg Jeruju III Dalam/ Jeruju ll Dalam;-0.001391, 109.306718
1420;61.71.03.1004;49;Gg. Jeruju II Dalam;-0.002110, 109.307110
1421;61.71.03.1004;50;Gg. Landak IV;-0.005468, 109.305050
1422;61.71.03.1004;51;Gg. Landak III;-0.005705, 109.304467
1423;61.71.03.1004;52;Gg. Sambas II;-0.006222, 109.304465
1424;61.71.03.1004;53;Gg. Sambas II;-0.006460, 109.304390
1425;61.71.03.1004;54;Gg. Majapahit 3;-0.005874, 109.303121
1426;61.71.03.1004;55;Perumnas 2/ Gg Majapahit;-0.006194, 109.303483
1427;61.71.03.1004;56;Gg. Sriwijaya VI/Gg. Sriwijaya II;-0.008764, 109.304127
1428;61.71.03.1004;57;Gg Majapahit 1/Gg. Sriwijaya IV;-0.007538, 109.304320
1429;61.71.03.1004;58;Jl. Nawawi Hasan;-0.008597, 109.302574
1430;61.71.03.1004;59;Jl. Mat Saenin;-0.006903, 109.302769
1431;61.71.03.1004;60;Gg. Pajajaran II;-0.007743, 109.302959
1432;61.71.03.1004;61;Gg. Pajajaran IV;-0.008228, 109.302490
1433;61.71.03.1004;62;Gg. Mulawarman I;-0.007434, 109.301925
1434;61.71.03.1004;63;Jl. Nawawi Hasan I;-0.007307, 109.301030
1435;61.71.03.1004;64;Jl. Hasim Ahmad;-0.007436, 109.302248
1436;61.71.03.1004;65;Gg. Singosari VI;-0.006277, 109.301470
1437;61.71.03.1004;66;Gg. Singosari;-0.005497, 109.301964
1438;61.71.03.1004;67;Aspol jeruju;-0.004568, 109.303808
1439;61.71.03.1004;68;Gg. Alpokat Permai;-0.005031, 109.300848
1440;61.71.03.1004;69;Gg. Alpokat Permai;-0.002665, 109.301030
1441;61.71.03.1004;70;Gg. Alpokat Jaya;-0.005052, 109.301336
1442;61.71.03.1004;71;Gg. Alpokat Raya;-0.002349, 109.301502
